id,user,uid,version,changeset,timestamp 
172937728,Enock4seth,1803854,8,81191925,2020-02-18T23:22:04Z
172937729,Enock4seth,1803854,4,70001807,2019-05-07T23:44:23Z
173606867,g_art_k,7725423,2,63835622,2018-10-24T14:45:51Z
173606868,Speedy55,3775202,2,43022091,2016-10-19T23:14:31Z
173606871,g_art_k,7725423,3,63835516,2018-10-24T14:42:54Z
173606872,g_art_k,7725423,3,63835622,2018-10-24T14:45:51Z
173606873,Speedy55,3775202,2,43022091,2016-10-19T23:14:31Z
173606877,Enock4seth,1803854,4,66798847,2019-01-31T11:36:58Z
173606879,Enock4seth,1803854,6,69398565,2019-04-20T09:35:28Z
173606881,g_art_k,7725423,3,63827154,2018-10-24T10:35:02Z
173606883,GO_OSM,282860,2,14303411,2012-12-17T09:14:50Z
173622371,Enock4seth,1803854,17,67179803,2019-02-14T01:47:46Z
173622372,RGSwimmer,8559138,5,63802878,2018-10-23T16:40:00Z
173622374,GO_OSM,282860,1,12548515,2012-07-30T13:57:59Z
173622375,GO_OSM,282860,1,12548515,2012-07-30T13:57:59Z
173622378,RGSwimmer,8559138,3,63803363,2018-10-23T16:54:40Z
173622380,g_art_k,7725423,3,63835622,2018-10-24T14:45:51Z
173622381,Enock4seth,1803854,3,66798847,2019-01-31T11:36:58Z
173622383,RGSwimmer,8559138,4,63802878,2018-10-23T16:40:00Z
173622384,jet_01,10794995,13,88242031,2020-07-20T11:04:05Z
173642710,Daniel8424,7666726,3,67732967,2019-03-03T10:17:53Z
173642712,movie_fan_sal,8484034,3,63817820,2018-10-24T05:20:22Z
173642717,movie_fan_sal,8484034,5,63816584,2018-10-24T04:02:03Z
173642718,yaya_B,8484081,3,62233279,2018-09-03T02:24:30Z
173642719,yaya_B,8484081,4,62124375,2018-08-30T02:49:54Z
175996663,Dan023,10358829,7,81357296,2020-02-23T00:28:20Z
175996697,mawutor,2198791,8,95649343,2020-12-11T02:23:20Z
175996698,Qwajo OSM,4853701,8,95350605,2020-12-05T22:33:13Z
175996926,GO_OSM,282860,2,27872305,2015-01-02T20:11:13Z
175998950,macabe5387,2698880,6,51849372,2017-09-08T15:13:01Z
175999490,Dan023,10358829,6,81404430,2020-02-24T12:01:53Z
177645427,GO_OSM,282860,1,12843619,2012-08-24T11:09:08Z
177645428,yaya_B,8484081,2,62124375,2018-08-30T02:49:54Z
177645430,GO_OSM,282860,2,31180479,2015-05-15T15:53:18Z
177645431,GO_OSM,282860,2,31180479,2015-05-15T15:53:18Z
177693597,Enock4seth,1803854,6,64307315,2018-11-08T21:27:07Z
179312120,Krishna CS,10285132,8,80673960,2020-02-07T06:04:35Z
186383236,Sammyhawkrad,6406545,6,63927768,2018-10-27T13:14:29Z
187123506,raglar,156528,1,13599563,2012-10-22T23:27:47Z
187123526,raglar,156528,1,13599563,2012-10-22T23:28:48Z
187123665,Enock4seth,1803854,3,60117028,2018-06-24T10:14:20Z
187124158,raglar,156528,1,13599563,2012-10-22T23:35:07Z
187124159,raglar,156528,1,13599563,2012-10-22T23:35:07Z
187124160,raglar,156528,1,13599563,2012-10-22T23:35:07Z
187124179,technoH,8610624,2,63869730,2018-10-25T14:30:53Z
187124244,jet_01,10794995,7,88340057,2020-07-22T09:52:44Z
187124275,technoH,8610624,2,63869000,2018-10-25T14:10:29Z
187124276,Enock4seth,1803854,2,66876013,2019-02-03T13:18:35Z
187483216,MaillotJaune,8794053,5,63794706,2018-10-23T12:44:05Z
187483217,raglar,156528,1,13619678,2012-10-24T18:28:44Z
187483218,Enock4seth,1803854,6,69543442,2019-04-24T22:15:04Z
187483219,Daern,6752607,4,54519745,2017-12-10T19:15:17Z
187483243,Enock4seth,1803854,8,69543016,2019-04-24T21:55:46Z
188683204,YOz,251445,1,13716333,2012-11-01T22:14:27Z
190348480,DoodleBob,4339485,2,43145621,2016-10-24T23:17:09Z
191211723,yaya_B,8484081,5,62124375,2018-08-30T02:49:54Z
195535340,MaillotJaune,8794053,5,63870560,2018-10-25T14:54:17Z
195535341,MaillotJaune,8794053,2,63796537,2018-10-23T13:38:54Z
196827303,sebastic,665748,2,47119811,2017-03-24T09:38:51Z
196827304,sebastic,665748,2,47119811,2017-03-24T09:38:51Z
196827305,GO_OSM,282860,1,14303411,2012-12-17T09:14:49Z
196827306,GO_OSM,282860,1,14303411,2012-12-17T09:14:49Z
196827307,RGSwimmer,8559138,2,63802878,2018-10-23T16:40:01Z
196827308,RGSwimmer,8559138,2,63802878,2018-10-23T16:40:01Z
196827309,RGSwimmer,8559138,3,63802878,2018-10-23T16:40:01Z
196827310,GO_OSM,282860,1,14303411,2012-12-17T09:14:50Z
196827311,GO_OSM,282860,1,14303411,2012-12-17T09:14:50Z
196827312,GO_OSM,282860,1,14303411,2012-12-17T09:14:50Z
196830368,Stefano Verugi,4935234,2,71980728,2019-07-07T12:18:54Z
196830369,GO_OSM,282860,1,14303694,2012-12-17T09:39:48Z
196830371,GO_OSM,282860,1,14303694,2012-12-17T09:39:48Z
196830373,GO_OSM,282860,1,14303694,2012-12-17T09:39:49Z
196830374,GO_OSM,282860,1,14303694,2012-12-17T09:39:49Z
196854332,Enock4seth,1803854,2,55353460,2018-01-11T14:18:40Z
196854335,Stefano Verugi,4935234,5,71981515,2019-07-07T12:51:20Z
196854336,GO_OSM,282860,1,14306307,2012-12-17T13:41:59Z
196854339,yaya_B,8484081,2,62125635,2018-08-30T04:11:30Z
196854340,yaya_B,8484081,3,62125635,2018-08-30T04:11:30Z
196854341,yaya_B,8484081,3,62125635,2018-08-30T04:11:30Z
196854342,yaya_B,8484081,2,62125635,2018-08-30T04:11:30Z
196854343,GO_OSM,282860,1,14306307,2012-12-17T13:42:00Z
196864324,GO_OSM,282860,1,14307120,2012-12-17T14:59:46Z
196864325,GO_OSM,282860,1,14307120,2012-12-17T14:59:46Z
196864327,GO_OSM,282860,1,14307120,2012-12-17T14:59:46Z
196864328,GO_OSM,282860,1,14307120,2012-12-17T14:59:46Z
196864329,GO_OSM,282860,1,14307120,2012-12-17T14:59:46Z
196864330,yale_dale,8392796,2,63852912,2018-10-25T03:51:31Z
196864331,GO_OSM,282860,1,14307120,2012-12-17T14:59:46Z
196864332,GO_OSM,282860,1,14307120,2012-12-17T14:59:46Z
196864333,GO_OSM,282860,1,14307120,2012-12-17T14:59:46Z
196864334,yale_dale,8392796,2,63852912,2018-10-25T03:51:31Z
196864335,yale_dale,8392796,2,63852912,2018-10-25T03:51:31Z
196864336,GO_OSM,282860,1,14307120,2012-12-17T14:59:47Z
196864337,yale_dale,8392796,2,63852912,2018-10-25T03:51:31Z
196864338,RGSwimmer,8559138,2,63826270,2018-10-24T10:06:52Z
196864339,GO_OSM,282860,1,14307120,2012-12-17T14:59:47Z
199375465,DoodleBob,4339485,4,46533642,2017-03-02T21:28:30Z
199375495,ninafeldman123,2389395,2,64496420,2018-11-14T18:21:41Z
199984254,Enock4seth,1803854,4,91564946,2020-09-26T22:11:51Z
201387433,Enock4seth,1803854,3,51054731,2017-08-12T10:42:34Z
201387434,SigurdHoloLeikarnes,10402617,3,95089588,2020-12-01T10:28:09Z
201387435,pkodame,4556176,3,95343505,2020-12-05T18:08:48Z
201422848,Marianne G NITO,12267287,5,95097031,2020-12-01T13:22:35Z
201422849,technoH,8610624,4,63868031,2018-10-25T13:42:23Z
201422850,GO_OSM,282860,1,14673495,2013-01-16T15:05:07Z
201445688,GO_OSM,282860,1,14674901,2013-01-16T17:10:24Z
201445689,GO_OSM,282860,1,14674901,2013-01-16T17:10:24Z
201445691,pkodame,4556176,2,95342527,2020-12-05T17:37:24Z
201445693,GO_OSM,282860,1,14674901,2013-01-16T17:10:25Z
201445694,Kwame Aheng,2189136,3,24801040,2014-08-17T07:33:55Z
201445696,GO_OSM,282860,1,14674901,2013-01-16T17:10:25Z
201445698,GO_OSM,282860,1,14674901,2013-01-16T17:10:25Z
202388262,yaya_B,8484081,3,62124375,2018-08-30T02:49:54Z
202388263,yaya_B,8484081,3,62124375,2018-08-30T02:49:54Z
202544162,Enock4seth,1803854,2,59112291,2018-05-19T22:04:58Z
203337841,Akwasi_Triggar,10054757,6,75534639,2019-10-10T21:26:06Z
203337844,GO_OSM,282860,1,14833065,2013-01-29T10:45:16Z
203652725,Ohene123,4814822,3,99218540,2021-02-13T15:47:05Z
204258098,98Ujm,1287957,6,90702204,2020-09-10T12:23:32Z
204258099,GO_OSM,282860,1,14923078,2013-02-05T15:18:17Z
204723660,GO_OSM,282860,2,34586756,2015-10-12T10:22:12Z
204723661,Pymouss,66675,4,99619843,2021-02-19T22:24:14Z
204723662,Enock4seth,1803854,4,69214262,2019-04-14T21:15:56Z
204723664,GO_OSM,282860,2,34586756,2015-10-12T10:22:12Z
204723665,doujinflip,131314,3,52440580,2017-09-28T11:16:52Z
204828062,danieldegroot2,11212507,7,97044457,2021-01-06T11:22:56Z
206834935,KartoGrapHiti,57645,1,15135146,2013-02-23T13:22:56Z
206834938,Qwajo OSM,4853701,5,95350295,2020-12-05T22:19:47Z
206834951,Munzamil,8692244,3,61931909,2018-08-23T19:42:15Z
206834954,KartoGrapHiti,57645,1,15135146,2013-02-23T13:22:56Z
206834956,KartoGrapHiti,57645,1,15135146,2013-02-23T13:22:56Z
206834957,KartoGrapHiti,57645,1,15135146,2013-02-23T13:22:57Z
206834973,GO_OSM,282860,4,41734474,2016-08-27T12:03:44Z
206834992,Qwajo OSM,4853701,4,95350295,2020-12-05T22:19:47Z
206834993,KartoGrapHiti,57645,1,15135146,2013-02-23T13:22:58Z
206834994,Enock4seth,1803854,3,42679180,2016-10-06T09:37:35Z
206834995,Anthony Acquah,4861681,2,63857670,2018-10-25T07:39:45Z
206834998,Enock4seth,1803854,3,42679180,2016-10-06T09:37:36Z
206835010,KartoGrapHiti,57645,1,15135146,2013-02-23T13:22:59Z
206835014,KartoGrapHiti,57645,1,15135146,2013-02-23T13:22:59Z
206835018,Qwajo OSM,4853701,2,95350295,2020-12-05T22:19:47Z
206835023,Sammyhawkrad,6406545,2,98917710,2021-02-08T15:14:33Z
206835037,KartoGrapHiti,57645,1,15135146,2013-02-23T13:23:01Z
206835040,mfbehrens99,9645335,3,98439615,2021-01-31T08:58:54Z
206835046,KartoGrapHiti,57645,1,15135146,2013-02-23T13:23:01Z
206835047,GO_OSM,282860,2,41734474,2016-08-27T12:03:48Z
206835049,Qwajo OSM,4853701,4,95350605,2020-12-05T22:33:13Z
206835053,KartoGrapHiti,57645,1,15135146,2013-02-23T13:23:02Z
206835054,doujinflip,131314,2,52361995,2017-09-25T17:17:47Z
210561282,korpi,368910,1,15393306,2013-03-17T09:57:32Z
210561291,korpi,368910,1,15393306,2013-03-17T09:57:34Z
210561308,hypermee,8484031,4,63851949,2018-10-25T02:44:35Z
210565753,makio-blois,5646270,4,97176053,2021-01-08T14:37:21Z
210565754,makio-blois,5646270,4,97176053,2021-01-08T14:37:21Z
210565755,makio-blois,5646270,16,97176053,2021-01-08T14:37:21Z
210565756,makio-blois,5646270,14,97176053,2021-01-08T14:37:21Z
215368285,yaya_B,8484081,2,62125635,2018-08-30T04:11:30Z
215368286,GO_OSM,282860,1,15604788,2013-04-04T09:07:02Z
220540982,GO_OSM,282860,2,27108802,2014-11-29T11:15:20Z
222453999,VeeBee23,8076754,5,63856022,2018-10-25T06:29:42Z
231680653,Jorieke V,378610,1,17136334,2013-07-29T09:18:20Z
231680662,Dan023,10358829,3,81113465,2020-02-17T12:18:53Z
231680665,Dan023,10358829,2,81114708,2020-02-17T12:43:12Z
231680669,Dan023,10358829,2,81114708,2020-02-17T12:43:12Z
233491883,Peter Bremer,366321,2,58389569,2018-04-24T21:33:23Z
233491884,GO_OSM,282860,1,17342557,2013-08-14T09:36:52Z
233491885,GO_OSM,282860,2,17451366,2013-08-22T08:03:46Z
233491886,GO_OSM,282860,2,17360455,2013-08-15T14:57:42Z
233491887,GO_OSM,282860,2,17360455,2013-08-15T14:57:42Z
233491888,Enock4seth,1803854,3,60948359,2018-07-22T10:15:40Z
233491889,Peter Bremer,366321,4,58389569,2018-04-24T21:33:23Z
233491890,GO_OSM,282860,3,17343643,2013-08-14T11:06:46Z
233636179,Speedy55,3775202,3,43019655,2016-10-19T20:57:23Z
233712950,GO_OSM,282860,2,17451366,2013-08-22T08:03:46Z
234241833,GO_OSM,282860,2,17451366,2013-08-22T08:03:46Z
234528218,Peter Bremer,366321,3,58389569,2018-04-24T21:33:23Z
234528337,GO_OSM,282860,3,33260126,2015-08-11T08:18:08Z
234566922,GO_OSM,282860,1,17455821,2013-08-22T13:46:53Z
235101370,GO_OSM,282860,1,17512254,2013-08-26T08:39:47Z
235806298,GO_OSM,282860,1,17585462,2013-08-30T09:37:44Z
235806299,GO_OSM,282860,1,17585462,2013-08-30T09:37:45Z
235806300,GO_OSM,282860,3,42963723,2016-10-17T16:48:27Z
235806301,Enock4seth,1803854,5,73631726,2019-08-22T15:46:06Z
235806302,AwezGeo,10108334,2,97174536,2021-01-08T14:03:24Z
235806303,GO_OSM,282860,2,20612580,2014-02-17T10:32:39Z
235813827,magma18,4502856,4,72403813,2019-07-18T19:06:12Z
236177432,bdiscoe,402624,1,17631681,2013-09-02T08:46:30Z
236177433,Dan023,10358829,3,81092767,2020-02-17T05:31:17Z
236177434,bdiscoe,402624,1,17631681,2013-09-02T08:46:30Z
236177435,Ohene123,4814822,4,96352015,2020-12-24T01:40:20Z
236177436,bdiscoe,402624,1,17631681,2013-09-02T08:46:30Z
236177437,Zulfamohdsaid,11779668,4,97594484,2021-01-16T08:14:04Z
236177438,Dan023,10358829,2,81062244,2020-02-16T06:00:49Z
236177439,bdiscoe,402624,1,17631681,2013-09-02T08:46:30Z
236177440,Dan023,10358829,3,80628056,2020-02-06T08:20:41Z
236177442,bdiscoe,402624,1,17631681,2013-09-02T08:46:30Z
236177443,bdiscoe,402624,1,17631681,2013-09-02T08:46:30Z
236177444,bdiscoe,402624,1,17631681,2013-09-02T08:46:30Z
236177445,bdiscoe,402624,1,17631681,2013-09-02T08:46:31Z
236177446,bdiscoe,402624,1,17631681,2013-09-02T08:46:31Z
236177447,bdiscoe,402624,1,17631681,2013-09-02T08:46:31Z
236177448,bdiscoe,402624,1,17631681,2013-09-02T08:46:31Z
236177449,magma18,4502856,2,77271608,2019-11-19T11:29:15Z
236177451,magma18,4502856,2,77271608,2019-11-19T11:29:15Z
236177452,Dan023,10358829,2,81065824,2020-02-16T09:50:48Z
236177453,bdiscoe,402624,1,17631681,2013-09-02T08:46:31Z
236177454,Dan023,10358829,3,81065824,2020-02-16T09:50:48Z
236177455,Dan023,10358829,2,81065824,2020-02-16T09:50:48Z
236177457,Dan023,10358829,3,80628056,2020-02-06T08:20:41Z
236177458,Dan023,10358829,2,81065824,2020-02-16T09:50:48Z
236177461,Essuanlive,8648843,5,98542157,2021-02-02T02:53:18Z
236651809,RGSwimmer,8559138,6,63803363,2018-10-23T16:54:40Z
238046516,jet_01,10794995,5,88342428,2020-07-22T10:32:46Z
238046517,jet_01,10794995,5,88342428,2020-07-22T10:32:46Z
238046518,ChadSi,7725447,9,63875955,2018-10-25T17:27:22Z
238046519,yusha5,7918503,6,63831658,2018-10-24T12:51:56Z
238046520,MaillotJaune,8794053,7,63877216,2018-10-25T18:05:17Z
238521540,GO_OSM,282860,3,40563141,2016-07-08T08:39:05Z
238521549,Rps333,596047,1,17915733,2013-09-19T01:31:38Z
238521666,Enock4seth,1803854,3,60203328,2018-06-27T06:54:35Z
238521667,Enock4seth,1803854,3,60203328,2018-06-27T06:54:35Z
238521668,Enock4seth,1803854,3,60203328,2018-06-27T06:54:35Z
238521682,Jcasas1,10947635,3,82860835,2020-03-31T08:28:46Z
238521684,Enock4seth,1803854,2,60203328,2018-06-27T06:54:35Z
238521696,Rps333,596047,1,17915748,2013-09-19T01:34:50Z
238521697,Rps333,596047,1,17915749,2013-09-19T01:35:21Z
238521858,Rps333,596047,1,17915765,2013-09-19T01:39:55Z
238521860,Rps333,596047,1,17915765,2013-09-19T01:39:55Z
240260601,Speedy55,3775202,3,43019655,2016-10-19T20:57:22Z
240260602,Speedy55,3775202,3,43019655,2016-10-19T20:57:22Z
240260603,Enock4seth,1803854,4,60050857,2018-06-21T17:32:29Z
240260604,Speedy55,3775202,4,43019655,2016-10-19T20:57:23Z
240260605,GO_OSM,282860,3,40437117,2016-07-02T10:21:46Z
240260606,ahab003,4497723,4,43040477,2016-10-20T17:53:56Z
240260607,cartorhythm,8610585,4,63768795,2018-10-22T18:26:43Z
240260608,Enock4seth,1803854,7,78845238,2019-12-25T11:54:36Z
240260609,ahab003,4497723,2,42906904,2016-10-14T21:19:33Z
240260610,Speedy55,3775202,3,43019655,2016-10-19T20:57:24Z
240260611,GO_OSM,282860,2,33331291,2015-08-14T08:31:55Z
240260613,GO_OSM,282860,1,18142371,2013-10-02T12:00:20Z
240260615,ahab003,4497723,4,43040477,2016-10-20T17:53:55Z
242200997,Essuanlive,8648843,14,98511506,2021-02-01T12:29:46Z
248862678,GO_OSM,282860,2,35337879,2015-11-15T21:42:37Z
249489845,GO_OSM,282860,2,35729939,2015-12-03T16:00:48Z
250222910,makio-blois,5646270,8,97176053,2021-01-08T14:37:21Z
250222911,Enock4seth,1803854,10,80253201,2020-01-29T11:41:01Z
250222913,Enock4seth,1803854,3,60050857,2018-06-21T17:32:29Z
250222914,Enock4seth,1803854,3,60050857,2018-06-21T17:32:29Z
250978145,round_the_world,7629867,5,64000910,2018-10-30T06:38:36Z
251497746,Rafa Font,1838527,3,24529877,2014-08-04T08:06:02Z
251982071,technoH,8610624,6,63864037,2018-10-25T11:28:13Z
251982072,Enock4seth,1803854,4,54735555,2017-12-18T16:24:29Z
251982078,round_the_world,7629867,3,63967634,2018-10-29T06:54:05Z
251982080,yeshja,8794061,3,63854401,2018-10-25T05:25:00Z
251982081,YOz,251445,1,19467640,2013-12-15T16:57:39Z
251982083,YOz,251445,1,19467640,2013-12-15T16:57:39Z
252246045,raglar,156528,1,19494588,2013-12-17T08:43:36Z
252246046,raglar,156528,1,19494588,2013-12-17T08:43:36Z
253020486,ChadSi,7725447,15,63875955,2018-10-25T17:27:22Z
253022377,Randiroer,12266798,3,95090798,2020-12-01T10:54:07Z
253022378,Dan023,10358829,3,80626458,2020-02-06T07:48:28Z
254307216,Enock4seth,1803854,2,65388137,2018-12-11T20:17:27Z
254307217,GO_OSM,282860,1,19710639,2013-12-30T09:11:45Z
254307219,yusha5,7918503,2,63828969,2018-10-24T11:35:44Z
254307220,yusha5,7918503,6,63828969,2018-10-24T11:35:45Z
255510822,GO_OSM,282860,2,19839498,2014-01-06T08:34:30Z
255510823,GO_OSM,282860,1,19839492,2014-01-06T08:33:42Z
255510824,GO_OSM,282860,1,19839492,2014-01-06T08:33:42Z
255510825,historicalYas,7532068,2,62792781,2018-09-21T10:57:47Z
255510826,GO_OSM,282860,1,19839492,2014-01-06T08:33:42Z
255510827,Amit kumar Yadav,8782067,2,70321876,2019-05-16T14:32:48Z
255510828,historicalYas,7532068,2,62792781,2018-09-21T10:57:47Z
255511063,Enock4seth,1803854,2,91556514,2020-09-26T15:55:47Z
255819313,Mostofa Amir Faisal,4863035,5,43794184,2016-11-19T09:29:09Z
255819314,MaillotJaune,8794053,3,63805950,2018-10-23T18:15:08Z
255819316,cepesko,577936,1,19888218,2014-01-08T19:13:03Z
255819319,yaya_B,8484081,5,62235004,2018-09-03T04:55:45Z
255819320,Enock4seth,1803854,2,57102372,2018-03-12T08:03:09Z
255819321,priya6,9086370,8,79857809,2020-01-21T13:16:52Z
255819323,cepesko,577936,1,19888218,2014-01-08T19:13:04Z
255819324,Enock4seth,1803854,3,51101353,2017-08-14T07:40:24Z
255819331,NorthArrow97,8794107,6,63888508,2018-10-26T05:39:17Z
255819336,Enock4seth,1803854,6,50717445,2017-07-31T11:03:14Z
255819348,cepesko,577936,1,19888218,2014-01-08T19:13:05Z
256234763,vin_vin,8076784,2,63852595,2018-10-25T03:30:12Z
256234764,vin_vin,8076784,5,63852595,2018-10-25T03:30:12Z
256234767,Dotty1,6441824,2,51514924,2017-08-28T16:13:21Z
256234769,cepesko,577936,1,19943902,2014-01-11T22:19:13Z
256234771,vin_vin,8076784,3,63852595,2018-10-25T03:30:12Z
256234773,SpuytenDuyvil,8901573,6,63841533,2018-10-24T17:35:58Z
256234774,SpuytenDuyvil,8901573,2,63832177,2018-10-24T13:06:15Z
256234775,Dotty1,6441824,2,51828353,2017-09-07T23:08:20Z
256234776,mapmagician,8794006,2,63887260,2018-10-26T04:26:53Z
256234778,Speedy55,3775202,2,43011933,2016-10-19T15:59:19Z
256234780,vin_vin,8076784,2,63852595,2018-10-25T03:30:12Z
256234785,SpuytenDuyvil,8901573,2,63832598,2018-10-24T13:17:05Z
256234786,k_honey,7863709,5,63798488,2018-10-23T14:34:59Z
256426954,GO_OSM,282860,1,19969950,2014-01-13T11:30:28Z
256426956,GO_OSM,282860,1,19969950,2014-01-13T11:30:28Z
256500917,vin_vin,8076784,4,63852018,2018-10-25T02:49:52Z
256500930,cepesko,577936,1,19980828,2014-01-13T22:01:50Z
256500931,WingardiumMapiosa,7526668,4,64584615,2018-11-16T22:26:31Z
256500932,Anacostan,8901620,5,63834776,2018-10-24T14:24:45Z
259080346,andrewwiseman,408282,3,50542703,2017-07-25T00:16:52Z
259080347,historicalYas,7532068,3,62792781,2018-09-21T10:57:47Z
259080348,GO_OSM,282860,1,20286733,2014-01-30T17:12:47Z
259717424,GO_OSM,282860,1,20350281,2014-02-03T11:00:06Z
259718853,GO_OSM,282860,2,33567701,2015-08-25T10:44:23Z
259718854,Speedy55,3775202,2,43037124,2016-10-20T16:19:38Z
259718855,GO_OSM,282860,1,20350437,2014-02-03T11:13:32Z
259718856,GO_OSM,282860,1,20350437,2014-02-03T11:13:32Z
259718857,Speedy55,3775202,4,43037124,2016-10-20T16:19:38Z
261069794,historicalYas,7532068,3,62798147,2018-09-21T13:40:18Z
262033828,GO_OSM,282860,1,20612580,2014-02-17T10:32:39Z
262033829,GO_OSM,282860,1,20612580,2014-02-17T10:32:39Z
262033830,RGSwimmer,8559138,4,63802878,2018-10-23T16:40:01Z
262033831,yeshja,8794061,6,63852504,2018-10-25T03:23:30Z
265415871,Akwasi_Triggar,10054757,8,76842624,2019-11-09T11:57:25Z
265869193,MyWayOrNoHighway,4351550,2,43068878,2016-10-21T20:53:46Z
265869194,MyWayOrNoHighway,4351550,3,43068878,2016-10-21T20:53:46Z
265869195,MyWayOrNoHighway,4351550,2,43068878,2016-10-21T20:53:47Z
265869196,MyWayOrNoHighway,4351550,3,43068878,2016-10-21T20:53:47Z
268279079,Speedy55,3775202,3,43011933,2016-10-19T15:59:19Z
268279081,vin_vin,8076784,2,63852018,2018-10-25T02:49:52Z
268279082,MaillotJaune,8794053,4,63870560,2018-10-25T14:54:17Z
268279083,magma18,4502856,2,77277229,2019-11-19T13:52:43Z
268279084,magma18,4502856,2,77277229,2019-11-19T13:52:43Z
268279085,MaillotJaune,8794053,2,63805950,2018-10-23T18:15:08Z
268562046,pkodame,4556176,2,95624964,2020-12-10T15:03:24Z
268562047,GO_OSM,282860,1,21280854,2014-03-24T09:33:43Z
273312643,BD_Selfie,8484088,3,62732495,2018-09-19T14:20:31Z
273443601,johanemilsson,559500,1,21622631,2014-04-11T09:04:30Z
273443603,johanemilsson,559500,1,21622631,2014-04-11T09:04:30Z
273443607,johanemilsson,559500,1,21622631,2014-04-11T09:04:31Z
273443609,johanemilsson,559500,1,21622631,2014-04-11T09:04:31Z
273443612,johanemilsson,559500,1,21622631,2014-04-11T09:04:31Z
273443613,johanemilsson,559500,1,21622631,2014-04-11T09:04:31Z
273443615,johanemilsson,559500,1,21622631,2014-04-11T09:04:31Z
273443618,johanemilsson,559500,1,21622631,2014-04-11T09:04:31Z
273443619,johanemilsson,559500,1,21622631,2014-04-11T09:04:31Z
273443621,johanemilsson,559500,1,21622631,2014-04-11T09:04:31Z
273443625,johanemilsson,559500,1,21622631,2014-04-11T09:04:32Z
274779382,Enock4seth,1803854,10,78173959,2019-12-09T23:05:39Z
274779390,Enock4seth,1803854,7,72325852,2019-07-16T23:27:25Z
277024344,sylverhawk,726142,1,21932851,2014-04-25T14:13:12Z
277293084,GO_OSM,282860,2,33567701,2015-08-25T10:44:24Z
279446880,Enock4seth,1803854,4,60130831,2018-06-24T21:53:41Z
279446881,Enock4seth,1803854,2,33153201,2015-08-06T11:54:45Z
279446882,Enock4seth,1803854,3,66472561,2019-01-20T11:17:01Z
279446883,Peter Vojtek,1722705,1,22133853,2014-05-04T20:00:03Z
279446884,MaillotJaune,8794053,2,63798881,2018-10-23T14:44:57Z
279446885,MaillotJaune,8794053,3,63806210,2018-10-23T18:23:13Z
279446886,Dan023,10358829,3,81357296,2020-02-23T00:28:20Z
279446888,Enock4seth,1803854,2,50323688,2017-07-16T11:27:52Z
279446889,AwezGeo,10108334,3,95505910,2020-12-08T18:42:16Z
279446890,Peter Vojtek,1722705,1,22133853,2014-05-04T20:00:03Z
281006706,Enock4seth,1803854,2,53469687,2017-11-03T06:34:35Z
281044143,GO_OSM,282860,1,22272727,2014-05-11T14:47:30Z
281781401,Enock4seth,1803854,3,50824401,2017-08-04T02:46:41Z
286799032,Dan023,10358829,8,81402984,2020-02-24T11:24:48Z
286799033,Enock4seth,1803854,4,50724321,2017-07-31T14:40:24Z
286799034,mfbehrens99,9645335,7,98440343,2021-01-31T09:31:24Z
286799035,ahab003,4497723,3,42900454,2016-10-14T16:18:05Z
287724522,spotts,2120560,1,22893549,2014-06-12T17:32:54Z
288182406,Dan023,10358829,7,80623786,2020-02-06T06:50:31Z
288182407,AwezGeo,10108334,2,96342068,2020-12-23T18:19:17Z
288182408,mapmagician,8794006,6,63887260,2018-10-26T04:26:53Z
288182409,Dan023,10358829,3,80623786,2020-02-06T06:50:31Z
288182410,Rafa Font,1838527,1,22943235,2014-06-15T12:25:18Z
288182956,mapmagician,8794006,4,63885729,2018-10-26T02:01:41Z
288182957,mapmagician,8794006,5,63885729,2018-10-26T02:01:41Z
288488488,Enock4seth,1803854,3,60221139,2018-06-27T14:50:40Z
288619011,Enock4seth,1803854,2,60203328,2018-06-27T06:54:35Z
288619012,Enock4seth,1803854,2,60203328,2018-06-27T06:54:35Z
288619013,Enock4seth,1803854,2,60203328,2018-06-27T06:54:36Z
288619014,Enock4seth,1803854,2,60203328,2018-06-27T06:54:36Z
289066572,Skaggerak,8901592,4,63873098,2018-10-25T16:06:44Z
289066985,Enock4seth,1803854,9,80848051,2020-02-11T11:46:33Z
289066986,vin_vin,8076784,3,63860142,2018-10-25T09:04:05Z
290470323,magma18,4502856,4,77277229,2019-11-19T13:52:43Z
291933001,magma18,4502856,2,77277229,2019-11-19T13:52:43Z
291933713,Dan023,10358829,3,80579705,2020-02-05T09:43:37Z
292612659,Enock4seth,1803854,4,69213662,2019-04-14T20:41:02Z
292983922,Kwame Aheng,2189136,1,24173508,2014-07-16T03:10:26Z
292983923,mawutor,2198791,4,69885134,2019-05-04T17:32:18Z
292983924,macabe5387,2698880,2,48117180,2017-04-25T09:21:31Z
292983925,Kwame Aheng,2189136,1,24173508,2014-07-16T03:10:26Z
292983926,Kwame Aheng,2189136,1,24173508,2014-07-16T03:10:26Z
292983927,Enock4seth,1803854,5,59917091,2018-06-17T15:10:07Z
292987479,Qwajo OSM,4853701,5,95350759,2020-12-05T22:40:36Z
292987480,Kwame Aheng,2189136,1,24174036,2014-07-16T04:45:59Z
292987481,Kwame Aheng,2189136,1,24174036,2014-07-16T04:45:59Z
292987482,Kwame Aheng,2189136,1,24174036,2014-07-16T04:45:59Z
292987483,Sammyhawkrad,6406545,2,100052795,2021-02-26T13:04:18Z
